직업코드	직업명	등급	직업기술서	예시
85106	프레스기 및 절단기 조작원 (완전자동 제외)	E	다이펀치 또는 기타공구로 금속물을 절단, 천공, 성형하는 금속압연기를 반자동(수동)으로 조작하거나 금속전단기를 반자동(수동)으로 조작하는 자를 말한다.	금속압연기 조작원, 금속전단기 조작원, N.C프레스조작원, 강관절단기조작원, 강력프레스조작원, 금속굴곡기조작원, 금속압연기조작원, 금속전단기운영원, 금속전단기조작원, 원판절단기조작원, 유압절단기조작원, 트리밍프레스조작원, 파워프레스조작원, 핀프레스조작원
85107	프레스기 및 절단기 조작원 (완전자동)	E	다이펀치 또는 기타공구로 금속물을 절단, 천공, 성형하는 금속압연기를 자동으로 조작하거나 금속전단기를 자동으로 조작하는 자를 말한다.	금속압연기 조작원, 금속전단기 조작원, N.C프레스조작원, 강관절단기조작원, 강력프레스조작원, 금속굴곡기조작원, 금속압연기조작원, 금속전단기운영원, 금속전단기조작원, 원판절단기조작원, 유압절단기조작원, 트리밍프레스조작원, 파워프레스조작원, 핀프레스조작원
85108	금속절곡기 조작원	D	금속판, 금속봉, 파이프 등을 명세된 각이나 윤곽에 따라 구부리는 작업을 절곡이라 하며 절곡기를 사용하여 절곡 작업을 수행하는 자를 말한다.<참고>현장에서는 금속절곡기조작원을 밴딩(Bending)기조작원 또는 만곡기조작원이라고도 한다. 일반적으로 금속 절곡작업 전에 절곡을 위해 V-cutting 작업을 수행하기 때문에 본직업에는 V-cutting기조작원이 포함된다.	V-CUTTING기 조작원, 밴딩기 조작원, 금속절곡기 조작원, 샤링밴딩기 조작원, 로울러밴딩기 조작원, 절단절곡기 조작원, NC절곡기 조작원, 금속CNC절곡기 조작원, CNC밴딩기 조작원, 샤링절곡기 조작원, 스텐EGI절단기 조작원, 절곡컷팅기 조작원, 와이어벤딩기 조작원, 유압절곡기 조작원, V컷팅기 조작원, 형강류벤딩 조작원, 롤포밍기 조작원
85109	머시닝센터 조작원	E	가공 작업에 필요한 여러 공구들이 머시닝센터 내에 미리 장착되어 있어 가공작업의 변경시 공작물의 교체 없이 공구를 자동적으로 교환하면서 밀링 가공, 드릴링 가공, 보링 가공 등을 연속해서 수행할 수 있는 공작 기계를 조작하는 자를 말한다. 	MCT(머시닝센터)프로그래머, 머시닝센터조작원, 지그마스타조작원
85100	그 외 금속공작기계 조작원	D	그 외 세부항목에 포함되지 않은 금속공작기계를 조작하여 반복적인 작업을 수행하는 자를 말한다.	중자제조기 조작원, 쉘주형 접합기 조작원, 쉘조형기 조작원, 금속세공기 조작원, 수지공구 제조기 조작원, 금속식각기 조작원, 금속 너트제조기 조작원, 금속 파이프제조기 조작원, 금속리벳제조기 조작원, 금속선제품 제조기 조작원, 보일러제조기 조작원, 전기자 제조기 조작원, 정류자 제조기 조작원, 시계 제조기 조작원, 금속인형 제조기 조작원, 호닝기 조작원, 평삭기 조작원, 평삭기 조정 조작원, 자동이동식 기계 조작원, 금속 절단톱 조작원, 랩핑기 조작원, 공작기계, 세핑기 조작원, 홉핑기 조작원, 기어 세핑기 조작원, 버핑기 조작원, 절삭공구갈이 조작원, 금속녹로기 조작원, 가위제조원, 공작기계랩핑기조작원, 관연결원, 금속공작기조작원, 금속공작기조정원, 능형망제조원, 도어록가공원, 못제조원, 방전가공기조작원, 셰이퍼조작원, 호빙기조작원
85201	냉/난방 관련 설비 조작원	C	증기를 공급하는 보일러를 조작하거나 건물 냉방 관련 기기를 조작하는 자를 말한다.	보일러 조작원, 증기발생 보일러 조작원, 선박보일러 조작원, 난방설비 조작원, 가스보일러조작원(산업)용, 기름보일러운전원(산업용), 냉난방기설비조작원, 보일러관리원, 보일러기사, 에어컨조작원, 증기엔진조작원, 냉각장치 조작원, 냉동기 조작원, 냉장시스템 조작원, 공조냉동기계기사, 냉동냉장기설비조작원, 냉동장치조작원, 얼음인출원, 얼음절단원, 얼음제조기조작원, 제빙기조작원, 제설기조작원, 공기제어장치 조작원, 환기장치 조작원, 난방장치조작원, 배기장치조작원
85301	자동조립라인 조작원	B	자동, 반자동 조립라인을 조작하는 자를 말한다	자동차 조립원, 트럭 조립원, 외장 조립원, 버스 조립원, 자동차부품 조립원, 승용차 조립원, 특장차 조립원, 자동차 조립라인기계 조작원, 자동차 의장기계 조작원, 자동차 검사원, 자동차샤시조립원, 자동차의장조립원, 자동차 바퀴조립및배열원, 버스보디조립원, 자동차샤시검사원, 자동차전조등조립원, 자동차제동장치조립원, 차량유리조립원, 차륜정렬원, 타이어조립원
85302	산업용 로봇 조작원	C	산업용 로봇을 장착 및 탈착하고 조작하는 자를 말한다.	로봇조작원(산업용), 산업용로봇조작원
85410	자동차 조립원(부품조립)	B	각종 자동차의 트랜스미션, 차체, 외·내장품, 타이어, 유리 등의 부품을 손공구, 동력공구 등을 이용하여 조립 ·부착하거나 완성된 자동차 조립품을 검사하는 자를 말한다.	자동차 엔진 조립원, 디젤기관엔진조립원, 썬루프조립원, 엔진제조감독, 자동차내연기관조립원, 버스차체조립원,  자동차모듈조립원, 자동차부분품조립원, 와이퍼조립원, 자동차배기장치조립원, 자동차부분품조립라인기계조작원, 자동차에어컨조립원
85431	운송장비 조립원	C	항공기, 전동차, 철도 등의 운송 장비를 제작하기 위하여 해당 장비내부의 외장부분과 내부 부속품을 조립하는 자를 말한다.	철도 차량의장 조립원, 철도 차량섀시 조립원, 철도 차체 조립원, 철도 차량바디 조립원,  철도 차량조립 검사원, 철도 차량엔진 탑재원, 철도엔진 조립원, 대차조립원, 철도차량내장판조립원, 철도차량도어조립원, 철도차량몰딩조립원, 철도차량의장검사원, 항공기의장 조립원, 항공기섀시 조립원, 항공기차체 조립원, 항공기바디 조립원, 항공기조립 검사원, 항공기엔진 탑재원, 항공기엔진 조립원, 엔진부품조립원(항공기), 연료계통검사원(항공기조립), 유량계시험원(항공기조립), 터빈조립원(항공기), 항공기기관조립원, 항공기기체계통검사원, 항공기기체계통설치원, 항공기동체검사원, 항공기동체조립원, 항공기엔진검사원
85432	선박 조립원	C	선박운송장비를 제작하기 위하여 해당장비 내부의 외장부분과 내부부속품을 조립하는 자를 말한다. 	선박의장 조립원, 선박섀시 조립원, 선박차체 조립원, 선박바디 조립원, 선박조립 검사원, 선박엔진 탑재원, 선박엔진 조립원, 배엔진부품조립원, 보트조립원, 선박기관조립원, 선박부품조립원, 선박용엔진부품조립원,  터빈날개조립원(선박), 터빈조립원(선박)
85441	일반기계 조립원	C	건설기계, 산업용기계 등의 기계를 수공구, 동력공구, 측정기구, 용접기구 등을 사용하여 조립, 장착, 용접, 검사, 시험 등을 업무를 수행하는 자를 말한다.	섬유용 기계 조립원, 인쇄용 기계 조립원, 목공용 기계 조립원, 천공기 조립원,  절단기 조립원, 스크레이핑기 조립원, 반도체장비조립원, 방전기조립원, 섬유기계조립원, 소화용부품조립원,  송풍기조립원, 식품가공기계조립원, 경운기조립원, 콤바인조립원, 탈곡기조립원, 트랙터조립원, 파종기조립원, 이앙기조립원, 곡물포장기조립원, 농업기계조립원, 농업용기계조립원, 건설용 기계 조립원, 동력삽 조립원, 불도저 조립원, 운토기 조립원, 엔진조립원(건설기계), 중장비조립원(건설기계), 드릴링기 조립원, 밀링기 조립원, 보링기 조립원, 정밀연마기 조립원, 평삭기 조립원, 프레스공구 조립원, 탭-다이 조립원, 공구 조립원, 공구 및 다이 조립원
85500	금속기계부품 조립원	C	엄격하게 설정된 절차에 따라 여러 가지 형태의 금속제품 구성품이나 부품을 조립하는 자를 말한다.	금속기계 부품 조립원(자동차제외), 자전거 조립원, 금속장난감 부품 조립원, 가스개폐장치조립원, 가정용보일러조립반장, 금속제품조립원, 금속조립원, 밸브조립원, 보일러조립원, 소방용기구조립원, 실린더조립원, 자전거검사원, 체인조립원, 트로피조립원, 판스프링조립원
86101	발전장치 운전원	B	발전소에서 전기를 생산하는 발전기 및 관련 기계, 시설 등을 조작하는 자를 말한다.	전기발전기 조작원(화력), 증기발전설비 조작원, 화력발전장치 조작원, 내연발전보조원, 발전책임운전원(화력), 열병합발전기조작원, 제어실운전원(화력), 화력발전소펌프조작원, 화력전기발전기조작원, 수력발전장치 운전원, 전기발전기 조작원(수력), 수력발전설비 조작원, 수력제어실운전원, 수차운전원, 양수발전설비조작원, 펌프운전원(수력발전), 원자력발전장치 운전원, 원자력발전 반응조 조작공, 전기발전기 조작원(원자력), 원자로보조기기조작원, 원자로조정제어원
86104	발전 및 배전장치 조작원	C	수요에 따라 발전소에서 생산되는 발전량을 조절하고 배전장치를 조작하는 자를 말한다.	발전터빈 조작원, 터빈발전기 조작원, 터빈제어반조정원, 터빈조작원(발전), 화력터빈조작보조원, 배전반 조작원(발전소), 발전배전반 조작원, 배전장치조작원, 급전 사령원, 가스발생발전기조작원, 급전자동화설비관리원무인변전소관리원, 발전보조기기조작원, 발전장치조작원, 변전원, 원자력발전용수관리원, 원전연료장전원, 원전연료취급원, 풍력전기발전장치조작원, 정류기조작원, 조력발전기조작원, 중앙급전원, 지열발전기조작원, 천연가스발생발전기조작원, 태양력발전장치조작원,풍력발전장치조작원, 화력발전용수관리원
86201	전기 및 전자설비 조작원	C	건물, 아파트, 공장 및 기타 전기 ·전자 설비를 조작, 유지, 보수하는 자를 말한다.	건물전기설비 조작원, 건물전기시설 관리원, 전기기계 관리원, 전기기계설비 조작원, 건물전기기계조작원, 전기시설관리 조작원, 아파트전기시설 관리원, 전기시설 조작원, 건물전기 설비 조작원, 전기 관리원, 전기설비 관리원, 병원전기 관리원, 공장전기 설비 조작원, 공장전기 설비 조작원, 공장전기 기계조작원, 공장전기기계 설비 조작원, 공장변전실 관리원
86311	전기전자 부품제품 제조기계조작원	B	전기전자 장비에 사용되는 부품을 제조하는 기계, 각종 제품을 생산하는 기계, 전기전자장비에 사용되는 부분품을 제조하는 장치 를 조작하는 자를 말한다.	코일 권선기 조작원, 필라멘트 권선기 조작원, 고정자코일 권선기 조작원, 코아적층프레스 조작원, 권선기운영원, 권선기조작원, 변압기권선원, 변압기지류원, 전기부품제조기계조작원, 전기판넬제조원, 전선권선기조작원, 전선권취원, 점화코일권선기조작원, 직류전동기코일권선원, 코어프레스조작원(전기산업용장치제조), 트랜스포머코일권선기조작원, 회전자코일권선기조작원, 건전지제조기 조작원, 광섬유 제조원, 전구(형광등, 백열등)제조기 조작원, 전선 제조원, 축전지제조기 조작원, 건전지양극제조원, 건전지탄소봉삽입원, 건전지튜브삽입원,건전지합제제조원, 리튬전지제조원, 백열등제조기조작원, 알카라인전지제조원, 웨이퍼기계조작원(일차전지제조), 전구(형광등백열등)제조기조작원, 전기장비제조기계조작원, 전기제품제조기계조작원, 조명기기제조기계조작원, 코일삽입기조작원, 형광등제조기조작원, 형광등코팅기조작원
86401	전기전자제품 조립 및 검사원	B	엄격하게 설정된 절차에 따라 전기제품과 전자제품 또는 구성품이나 부품을 조립하는 자를 말한다.	배전반 조립원, 조명장치 조립원, 절연선 및 케이블 조립원, 축전지 및 일차전지 조립원, AC모터조립원, BLDC(교류)모터제조원,조립, DC(직류)모터조립원, 가변저항기조립원, 가변콘덴서조립원, 건식변압기조립원, 건전지봉합원, 고압전력회로차단기조립원, 교류전동기조립원, 누전차단기조립원, 몰드변압기조립원, 배전장치조립원, 배전함조립원, 백열등검사원, 백열등조립원, 변압기조립원, 안정기조립원, 일차전지조립원, 전기계량기조립원, 전기계량기조정검사원, 전동기조립원, 제어패널조립원, 케이블조립원, 필라멘트조립원, 형광등검사원, 환풍기조립원, 영상, 음향장비 조립원, 시청각기기 조립원, 라디오 조립원, 텔레비전 조립원, 비디오 조립원, 방송설비조립원, 방송통신기기조립원, 비디오검사원, 스피커검사원, 스피커조립원, 음향기기조립원, 영상음향기기조립원, 카세트조립원, 카스테레오조립원, 텔레비전완성조립원, 확성기조립원, 정밀기구 조립원, 계기 조립원, 계측기 조립원, 기판 조립원, 전자정밀기구 조립원, 전자회중시계 조립원, 크로노미터 조립원, 전자괘종시계 조립원, CCTV제조원, X-ray기기조립원, 감시용카메라조립원, 경보기조립원, 계측기기조립원, 광학기구제조원, 기압계조립원, 레이다장비조립원, 사진기제조원, 시계제조원, 액정(핸드폰)조립원,  온도계제조원, 의료영상진단기기조립원, 치과기구제조원, 카메라제조원, 핸드폰조립원
87101	철도 및 전동차 기관사	B	화물과 승객을 수송하고, 역구내 또는 정비창 등에서 기관차나 객화차를 이동시키기 위하여 고속열차, 디젤기관차, 전기기관차, 전동차를 운전하는 업무를 수행한다.	KTX기관사, SRT기관사, 열차 기관사, 광산열차 기관사, 궤도열차 기관사, 여객열차기관사, 전차운전원, 화물열차기관사, 지하철 기관사, 전기기관차 기관사, 전동열차 기관사, 모터카운전원(철도차량), 트로이카운전원(광산)
87201	화물열차차장 및 철도 수송원(하역원제외)	B	화물열차의 안전한 운행을 담당한다. 철도조차장과 측선에서 상,하역열차의 구성, 차량의 연결, 분리등에 관한 지시에 따라 철도 차량을 전철시키는 자를 말한다. 	화물열차차장, 수송원(철도운수), 열차조차원, 열차집중제어장치조작원, 철도수송원
87202	철도 신호원	D	통제탑과 신호소에서 신호기와 전철기를 조작하여 철도 교통의 유통을 통제하는 자를 말한다. 	보안원(철도신호), 신호기운영원, 신호기조작원, 신호수, 신호종사자, 철도신호운전원, 철도신호원
87310	자가용승용차운전자	B	고용주의 지시에 따라 승용차를 운전하고 차량을 관리하는 자를 말한다.	자가용승용차 운전기사, 관용차기사, 일반승용차기사, 임원차량운전기사
87311	자가용승합차운전자(26인승 이상)	C	고용주의 지시에 따라 26인승 이상 승합차를 운전하고 차량을 관리하는 자를 말한다. 	통근버스운전원(26인승 이상,비영업), 고속버스운전원(26인승 이상,비영업), 관광버스운전원(26인승 이상,비영업), 전세버스(26인승 이상,비영업)
87312	자가용승합차운전자(11-25인승)	C	고용주의 지시에 따라 11~25인승 이하 승합차를 운전하고 차량을 관리하는 자를 말한다. 	통근버스운전원(25인승 이하), 봉고운전기사(25인승 이하), 승합차기사(25인승 이하)
87313	자가용화물차운전자(2.5톤이상)	D	고용주의 지시에 따라 2.5톤 이상 화물차를 운전하고 차량을 관리하는 자를 말한다. 	화물차 운전기사(2.5톤이상), 화물트럭 운전기사(2.5톤 이상)
87314	자가용화물차운전자(2.5톤미만)	D	고용주의 지시에 따라 2.5톤 미만 화물차를 운전하고 차량을 관리하는 자를 말한다. 	화물차 운전기사(2.5톤미만), 화물트럭 운전기사(2.5톤 미만)
87315	자가용특수차운전자	E	특수용도형 화물차와 견인형, 구난형, 특수작업형 특수차를 운전하는 자와 상기 세세분류 어느 항목에도 포함되지 않은 유사한 직무를 수행하는 자를 말한다.	레커차운전원(비영업), 견인차량 운전원(비영업), 구난차 운전원(비영업), 냉동차 운전기사(비영업), 분뇨수거차량 운전기사(비영업), 살수차 운전기사(비영업), 소방차 운전원(비영업), 청소차 운전기사(비영업), 트레일러 트럭운전기사(비영업)
87316	오토바이(이․삼륜차)운전자	E	원동기를 장치하여 그 동력으로 바퀴가 돌아가게 만든 이륜자동차 또는 삼륜자동차를 운전하는 자를 말한다. 단, 배달(택배, 배달대행업체, 배달중개프로그램 포함) 업무를 하는 경우는 제외한다.※이륜차부담보특약을 적용받지 않는 계약에 한해 적용한다.	오토바이 운전기사(이륜차부담보특약 미적용)
87317	긴급자동차운전자(앰블란스)	D	구급차(앰블런스)를 운전하는 자를 말한다.	구급차운전기사(비영업), 앰뷸런스 운전기사(비영업)
87318	각종차량 시운전자	E	각종차량을 시운전하는 자를 말한다.	차량 시운전기사
87319	오토바이(이․삼륜차)운전자(이륜차부담보특약적용)	C	원동기를 장치하여 그 동력으로 바퀴가 돌아가게 만든 이륜자동차 또는 삼륜자동차를 운전하는 자를 말한다. 단, 배달(택배, 배달대행업체, 배달중개프로그램 포함) 업무를 하는 경우는 제외한다.※이륜차부담보특약을 적용받는 계약에 한해 적용한다.	오토바이 운전기사
87320	장애인콜택시운전자	E	이동에 심한 불편을 느끼는 교통약자의 이동을 지원하기 위하여 휠체어 탑승설비 등을 장착한 차량을 운전하는 자를 말한다※교통약자 : 보행이 어려운 1-3급 장애인, 시각 또는 신장장애가 있으면서 휠체어를 이용하는 장애인 등	장애인콜택시 운전자
87321	영업용승용차운전자(일반택시)	E	승객을 목적지까지 신속하고 안전하게 운송하기 위하여 택시를 운전하는 자를 말한다. 택시운송회사에 소속되어 급여를 받는 경우를 말한다. ※장애인콜택시의 경우 직업을 장애인 콜택시 운전자로 한다	영업용택시기사(법인), 콜택시기사(법인)
87321a	유사택시서비스운전자	E	유사택시서비스 차량을 운전하는 자를 말한다.	카카오 T 기사, 우버 드라이버, 리프트 드라이버, 타다 기사
87322	영업용승용차운전자(개인택시)	D	승객을 목적지까지 신속하고 안전하게 운송하기 위하여 택시를 운전하는 자를 말한다.개인택시 사업 면허를 취득하고 택시를 이용하여 승객을 운송하는 산업 활동에 종사하는 자를 말하며 본인 소유의 차량을 운영한다.※장애인콜택시의 경우 직업을 장애인 콜택시 운전자로 한다	개인택시기사, 모범택시기사, 콜택시기사(개인)
87323	법인장기임대렌트카운전자	B	고용주의 지시에 따라 승용차를 운전하고 차량을 관리하는 자를 말한다. 	업무용차량 운전기사, 임원차량 운전기사, 리무진 기사(렌터카)
87324	영업용승합차운전자(26인승 이상)	D	26인승 이상 영업용(유상운송)버스 및 승합차량으로 노선버스(시내버스, 시외 및 고속 버스, 좌석버스 등), 관광버스 등을 운전하는 자를 말한다.	고속버스 기사(26인승 이상), 시외버스 기사(26인승 이상), 리무진버스 기사(26인승 이상), 관광버스 기사(26인승 이상), 전세버스 기사(26인승 이상), 통근버스 기사(26인승 이상), 통학버스 기사(26인승 이상), 셔틀버스 기사(26인승 이상)
87325	영업용승합차운전자(11-25인승)	D	11~25인승 영업용(유상운송)버스 및 승합차량으로 노선버스(시내버스, 시외 및 고속 버스, 좌석버스 등), 관광버스 등을 운전하는 자를 말한다.	고속버스 기사(25인승 이하), 시외버스 기사(25인승 이하), 리무진버스 기사(25인승 이하), 관광버스 기사(25인승 이하), 전세버스 기사(25인승 이하), 통근버스 기사(25인승 이하), 통학버스 기사(25인승 이하), 셔틀버스 기사(25인승 이하)
87326	영업용화물차운전자(2.5톤이상)	E	사업체와 별도 계약을 체결하고 2.5톤 이상 화물차를 운전하고 차량을 관리하는 자를 말한다. 	건축자재운송원, 대형화물차운전원, 일반트럭운전원(2.5톤 이상), 화물트럭 운전원(2.5톤 이상), 물류배송기사(2.5톤 이상)
87327	영업용화물차운전자(2.5톤미만)	E	사업체와 별도 계약을 체결하고 2.5톤 미만 화물차를 운전하고 차량을 관리하는 자를 말한다. 	일반트럭운전원(2.5톤 미만), 화물트럭 운전원(2.5톤 미만), 물류배송기사(2.5톤 미만), 용달화물차 기사(2.5톤 미만)
87328	영업용콜밴운전자	D	콜밴을 운전하는 자를 말한다.	콜밴 운전기사
87329	영업용 특수차 운전자	E	특수용도형 화물차와 견인형, 구난형, 특수작업형 특수차를 운전하는 자와 상기 세세분류 어느 항목에도 포함되지 않은 유사한 직무를 수행하는 자를 말한다.	견인차운전기사, 광산왕복차운전원, 구난차운전원, 냉동탑차운전기사, 도로청소차량운전기사, 레카차기사, 분뇨수거차량기사, 살수차운전기사, 청소차기사, 컨테이너차운전기사, 트레일러트럭운전기사, 항공기스텝카운전원
87331	6종건설기계운전자(특수건설기계3종)	D	자동차손해배상보장법 시행령 제2조에서 규정한 6종건설기계 및 특수건설기계3종 차량을 운전하는 자를 말한다.	덤프트럭 운전원, 타이어식 기중기 운전원, 콘크리트 펌프 운전원, 콘크리트 믹서 트럭 운전원, 아스팔트 살포기 운전원, 트럭지게차 운전원, 도로보수트럭 운전원, 노면측정장비 운전원
87332	일반건설기계운전자(자가용)	D	건설기계관리법의 적용을 받는 무한궤도식 건설기계, 타이어식 건설기계를 운전하는 자를 말한다.	일반건설기계운전자 (자가용)
87333	일반건설기계운전자(영업용)	E	영업용으로 등록된 건설기계관리법의 적용을 받는 무한궤도식 건설기계, 타이어식 건설기계 중 운전하는 자를 말한다.	일반건설기계운전자 (영업용)
87392	렌터카 종사원(운전 참여)	B	렌터카 또는 자동차 대여를 전문으로 하는 업체에서 대여한 자동차를 고객의 요구에 따라 운전하거나 인도장소까지 운전하는 자를 말한다.	렌터카 인도원, 렌터카 운전원, 렌터카 기사
87394	대리 운전원	D	자가용 운전자를 대리하여 목적지까지 운전하는 자를 말한다.	대리 운전기사
87395	대리 주차원	C	운전자를 대신하여 주차하는 자를 말한다.	발레파킹, 대리주차원, 주차대리원
87396	폭발물,인화물 차량운전자 및 정기탑승자	D	폭발물이나 인화물 든 차량을 운전하거나 정기적으로 탑승하는 자를 말한다.	유조차 운전기사, 유류차 운전기사
87399	그 외 자동차 운전원	E	상기 세세분류 어느 항목에도 포함되지 않은 유사한 직무를 수행하는 자를 말한다.	자동차 탁송원, 자동차선적 운전원, 트랜스포터운전원, 귀중품호송차량운전원
87401	크레인 조작원(일반)	C	제품, 반제품, 중간소재, 자재, 재료 등의 중량물을 필요한 위치와 목적에 따라 운반, 교환, 장입, 적재하기 위하여 기중기를 운전하는 자를 말한다. 크레인은 권선장치를 이용하여 물건을 수형 또는 수직 즉, 3차원의 위치로 이동하는 운반기계의 통칭이다.	자석크레인 조작원, 집크레인 조작원, 천정크레인 조작원, 크로크레인 조작원, 타야크레인 조작원, 하이크레인 조작원, 하역기중기 조작원, 자석기중기 조작원, 리치스테커, 갠츄리 크레인
87402	크레인 조작원(타워)	D	건축 공사 시 제품, 중간소재, 자재, 재료 등을 정해진 위치로 운반하거나 들어올리는 건설장비인 타워크레인을 운전,조종하는 자를 말한다.	타워크레인조종원, 타워기중기 조종원
87403	리프트 조작원	C	건설현장 등에서 물건을 위아래로 운반하는 리프트를 조작하는 자를 말한다.경기장, 스키장, 유원지, 전망대 등과 같은 장소에서 고객의 편의와 안전을 위하여 리프트 및 케이블카를 조작하는 자도 포함한다.	리프 조작원
87404	호이스트 조작원	C	건설공사 또는 광산에서 고용된 근로자와 물건을 끌어 오르내리는 승강기 또는 승강대로 구성된 동력호이스트를 운전하는 자를 말한다.	건설용 호이스트 조작원, 광산용 호이스트 조작원, 윈치 조작원, 광산승강기조작원, 권양기조작원, 하역윈치조작원
87405	지게차 조작원	B	생산공장, 창고, 저장소, 기타 장소에서 생산품, 원료, 반제품, 자재, 용탕 등을 하역, 운반, 적재하는 지게차를 운전하는 자를 말한다.	지게차 조작원, 로더 조작원, 셔블(shovel) 로더 조작원, 스키드로더조작원, 적재기조작원, 페이로더조작원, 휠로더조작원
87409	그 외 물품이동 장비 조작원	B	상기 세세분류 어느 항목에도 포함되지 않은 유사한 직무를 수행하는 자가 여기에 분류된다.	갑문조작원, 개폐식교량조작원,  데릭보트조작원, 도개교조작원, 사다리차기사, 선개교조작원, 수문조작원, 용강기중기조작원, 운하수문조작원, 항구수문조작원
87501	굴착기·착암기 및 채광기 조작원	E	광산, 채석장에서 갱도를 뚫거나 발파용 구멍을 뚫는 기계장비를 조작하는 자를 말한다.	굴착기 조작원(광산), 채널링기 조작원(광산), 착암기 조작원, 채광기 조작원, RCD착암기조작원, 굴착기조작원, 연속채광기조작원, 채탄기조작원, 터널굴착기운전원, 해머식착암기조작원
87502	시추장비 조작원	E	유정 천공 기계장비를 조작하고 시굴에 관련된 작업을 수행하는 자를 말한다.	유정탑 조작원, 천공장비 조작원, 시추장비 조작원, 가스천데릭조작원, 가스천유정탑조작원, 가스천천공기조작원, 보링공, 보링기운전원, 우물굴착기조작원, 회전식천공기조작원
87503	도로포장관련 운전원	D	건물, 도로, 활주로의 건설이나 기타 목적으로 땅을 고르기 위해 스크레이퍼 또는 그레이더를 운전하거나, 도로 표면에 역청물이나 타르를 뿌리는 트랙터·추진력을 가진 기계를 운전·콘크리트 포장 분사기를 조작하는 자를 말한다.	정지기 운전원, 건설용그레이더조작원, 건설용스크레이퍼조작원, 동력식스크레이퍼운전원, 정지기운전원, 피견인식스크레이퍼운전원, 로드롤러 운전원, 롤러 운전원, 스팀롤러 운전원, 타르살포기 운전원,  콘크리트 포장기 운전원, 건설용 운토보링기 운전원, 건설용 석재살포기 운전원, 역청물질 도로포장기 운전원, 콘크리트포장 분사기 운전원, 아스팔트살포기 운전원, 터널굴착기 운전원, 로드롤러 조작원, 다짐기운전원, 데크피니셔운전원, 아스팔트디스트리뷰터조작원, 아스팔트스프레이더기사, 아스팔트스프레이더운전원, 아스팔트커팅기조작원, 아스팔트포장기기사
87504	항타기 운전원	D	나무, 콘크리트 및 철주를 땅 또는 물밑에 박기 위해 동력해머나 낙하추를 장비한 동력구동기계를 조작하는 자를 말한다. 경우에 따라서는 가압 해머를 사용하기 위해 공기압축기를 조작하기도 한다.	항타기 조작원, 파일 조작원, 압축망치조작원, 전기항타원, 항타공, 항타노즐원, 항타리드원, 항타비계원, 항타윈치원
87507	자갈,모래채취등 준설관련 작업 종사자	E	물밑의 모래, 자갈 및 진흙을 파내기 위하여 준설기를 조작하는 자를 말한다	 자갈 모래채취등 준설관련 작업 종사자
87601	선박 갑판승무원	E	갑판부 및 기관부에서 업무를 수행하며 기타 부상선의 선상에서 유사 업무를 수행한다. 	갑판선원, 갑판수, 갑판원, 기관부선원, 조기수, 조기장, 선박조타수, 조타수, 호버크라프트 조타수
87604	등대원	C	등대 또는 등대선의 경보등 및 신호 장치를 조종하는 자를 말한다. 	 등대지기, 항로표식관리원, 등대선선원
88101	상/하수도 처리장치 조작원(배관공제외)	C	물 정화장치, 펌프장치와 같은 여러 가지 형태의 장비를 조작한다. 이들은 지방자치단체에서 운영하는 수도사업소, 수원지, 하수종말처리장이나 기업체의 공업용수처리 및 폐수정화처리장 등에 고용되어 있다.	물펌프장 조작원, 펌프장 조작원(석유 및 천연가스 제외), 가스펌프실기사, 가스펌프실조작원, 배수원, 배수장관리원, 배수지관리원, 배수펌프장조작원, 양수장관리원, 원수가압설비조작원, 정수가압설비조작원, 제염양수원, 펌프장치조작원, 용수 여과장치 조작원, 냉각용수기 조작원, 용수처리기 조작원, 용수 정화장치 조작원, 염소투입기 조작원, 여과기조작원, 여과처리장치조작원, 연수제조원, 정수기전설비조작원, 정수시설조작원, 정수장치조작원, 정수처리장치조작원, 폐수처리기사, 폐수처리장치조작원, 하수종말처리기기조작원, 하수처리설비중앙제어원, 하수처리장치조작원, 댐수문 운전원, 저수지 조절원, 관개시설관리인, 농업용수관리원, 용수관리원
88201	재활용 처리 기계조작원	C	쓰레기와 기타 폐기물을 재활용하기 위한 재활용 관련 장치를 조작하는 자를 말한다.	재활용 처리 기계조작원
88202	소각로 조작원	C	소각장에서 폐기물을 소각시키는 장비를 조작하는 자를 말한다.	폐기물소각로 조작원, 소각장 운영원, 소각로조작원, 소각장치조작원, 적출물소각장치조작원
88209	화장시설조작원	C	시신을 처리하는 화장시설을 조작하는 자를 말한다.	분뇨처리설비 조작원, 화장시설 조작원, 분뇨·쓰레기처리시설처리원, 분뇨처리장치조작원, 시체화장시설조작원, 음식물쓰레기처리원(기계조작)
