직업코드	직업명	등급	직업기술서	예시
52203	상품 대여업 종사원	B	대여전문업체에서 소비자에게 컴퓨터, 책상 등 상품을 대여 및 사용법, 파손시의 조건, 대여기간 및 비용 등을 설명 및 대금을 받는 업무를 말한다.▶생활용품대여 : 가전제품, 정수기, 의복, 어린이용품(유모차, 보행기등) 등▶사무용품대여 : 책상, 컴퓨터(PC) 등▶오락및스포츠용품 : 스포츠용품(볼링,낚시,스키등), 어린이용품(블록,장난감등), 캠핑용품 등▶도서및영상기록매체 : 비디오, DVD, 도서, CD, 만화책 등	가전제품 대여원, 스포츠용품 대여원, 컴퓨터대여원, 정수기대여원, 한복및드레스대여원, 유모차대여원, 낚시대대여원, 스케이트대여원, 스키대여원, 비디오테이프대여원, DVD대여원, 도서대여원, 만화책대여원, 귀중품대여원, 건설기계대여원, 카드기기대여원
53010	방문 판매원	B	가정 또는 사업체 등을 찾아다니면서 각종 상품이나 서비스의 내용을 설명하고 상품을 소매하는 자를 말한다.	방문판매원, 방문외판원, 판매외무원, 다단계판매원, 교육자재방문판매원, 서적방문판매원, 서적판매외무원, 소매방문판매원, 정수기방문판매원, 정수기판매원, 정수기코디, 화장품방문판매원
53020	통신서비스 판매원	B	이동통신, 인터넷 전화, IPTV, 인터넷 네트워크 서비스 등 유무선 통신 서비스를 판매하거나, 이동통신사와 이용자 간 계약체결을 위탁받아 대리하는 자를 말한다. 주로 통신 서비스와 함께 이동 전화기 등 통신 단말기를 같이 판매하는 경우가 많다.	휴대폰개통원, 핸드폰가입 서비스 판매원, 이동호출가입 서비스 판매원, 인터넷가입 서비스 판매원, 통신 재판매원, IPTV가입판매원
53030	텔레마케터	A	각 업체에 소속되거나 용역을 받아 각종 서비스 홍보, 전화 판촉 등의 업무를 수행하는자를 말한다. 우선 전화할 대상을 선정하고 스크립터를 작성한 후 전화를 통하여 여러 가지 상품이나 서비스 내용을 제공하고, 구매를 권유하는 업무와 고객의 제품상담, 불만사항 접수 등 전화를 받는 업무를 하는 자를 말한다. (단, 보험텔레마케터 제외)	인바운드 텔레마케터, 아웃바운드 텔레마케터, 고객상담 텔레마케터, 고객관리 텔레마케터, 부동산 텔레마케터, 콜센터 텔레마케터, 인터넷가입유치 텔레마케터, 금융 텔레마케터, 신용카드 텔레마케터  
53040	온라인 쇼핑 판매원	B	인터넷을 통하여 각종 상품을 판매하기 위해 온라인 쇼핑몰 상에 판매할 상품을 선정하여 등록하고 재고를 관리하며, 고객문의에 응대하고 주문상품을 발송하기 위한 업무 전반을 관리한다.	인터넷몰판매원, 인터넷쇼핑몰관리자
53050	노점 및 이동 판매원 (차량 비사용)	C	일정 매장을 개설하지 않고, 일정한 구역의 노상의 노점 등 임시 매장을 설치하거나, 순회(손수레이용)하면서 각종 상품을 판매하는 자를 말한다. 	노점상, 노점 판매원, 신문가두 판매원, 열차객실 판매원, 노점군고구마판매원, 의류행상인, 채소행상인
53051	노점 및 이동 판매원 (차량 사용)	D	차량을 이용 또는 차량내부에 판매할 상품을 적재하여 이동하면서 각종 상품을 판매하는 자를 말한다.	노점상(차량 사용), 노점 판매원(차량 사용), 노점군고구마판매원(차량 사용), 의류행상인(차량 사용), 채소행상인(차량 사용)
53061	홍보 도우미 및 판촉원	B	상품이나 시설의 구매 욕구 및 시설 이용욕구 등을 유발시키기 위하여 일정한 복장을 갖추고 말로 상품의 특성을 설명하거나 홍보도구 등을 이용하면서 노래. 게임 등을 통해 상품을 홍보하는자를 말한다. 전시장 및 기타 장소에서 스타일과 특징 등을 선전하기 위하여 판매할 의복을 입고 홍보하고, 전단지를 배포하는 등 판매를 촉진시키는 업무를 하는자를 말한다.	홍보원, 상품홍보원, 나레이터모델, 행사도우미, 레이싱걸, 레이싱모델, 이벤트도우미, 판촉도우미, 판촉원
61110	작물재배원(곡식, 채소, 과수, 원예)	D	곡식을 재배하고 채소특용작물, 과수작물 등 일반적으로 생각하는 농업에 종사한다. 또는 교목, 관목, 꽃, 기타 작물의 증식 및 생산에 종사하는 자를 말한다.	곡식작물재배자, 옥수수재배자, 콩재배자, 감자재배자, 고구마재배자, 배추재배자, 수박재배자, 양배추재배자, 콩나물재배자, 느타리버섯선별원, 목이버섯재배자, 오미자재배자, 감귤재배자, 대추재배자, 포도재배자, 복숭아재배자
61220	정원사,조경사 및 원예사	D	가로나 공원, 건물주변, 정원에 꽃이나 나무를 심고 가꾸는 일을 하는 자를 말한다. 또한 장비나 나무를 운반하고 나무를 식재할 구멍을 파는 등의 업무를 수행하는 자를 말한다. 	온실 정원사, 공원 정원사, 조경원, 골프장잔디관리원, 문화재조경사
61311	낙농업관련 종사원	C	젖소나 양 등과 같이 낙농품을 생산하는 동물을 사육, 관리하고 낙농품을 생산한다. 	우유 생산자, 양유 생산자
61321	가축 사육 종사원	E	소, 돼지, 가금류 등과 같은 가축을 번식, 사육하는 자를 말한다. 	육우 사육자, 돼지 사육자, 고양이 사육자, 양 사육자, 칠면조 사육자, 거위 사육자, 달걀 생산자, 개 사육자, 염소 사육자, 양돈업자
61391	양봉 종사원	C	벌꿀을 얻기 위하여 벌통의 설치 및 관리, 꿀의 채취에 속하는 여러 가지 작업을 수행하는 자를 말한다. 	양봉가, 토종벌꿀사육원, 한봉원
61392	수렵 종사원	C	정부의 허가를 받아 포유류, 조류 및 파충류를 수렵하는 자 또는 덫을 놓거나 무기로 사냥하는 자로 사냥물을 산채로 출하하거나 시판할 수 있도록 가죽을 벗기거나 기타 방법으로 처리하는 자를 말한다.	낚시감몰잇꾼, 덫설치자, 땅꾼, 모피동물수렵원, 물개잡이, 수렵원
61393	동물 부화원	C	영리를 목적으로 동물 및 가금의 인공부화에 종사하는 자를 말하며, 주로 조류의 부화나 번식에 관여하는 자를 말한다.	동물 부화원, 가금 부화원, 돼지인공수정사
61394	감별사	C	부화후 30시간 이내에 병아리의 암수를 감별하는 자를 말한다. 	병아리 감별사, 동물 감별사
61396	동물 사육·조련사	E	동물원등 관람 또는 공연을 위해 동물을 사육하는 자로, 동물의 습성과 성향에 대한 지식을 바탕으로 동물들에게 먹이를 주며 건강 상태를 상세히 관찰하고, 동물원의 시설물을 관리하거나 동물원 내의 동물에 대한 방사나 입사를 관리하는 자를 말한다. 공연을 목적으로 동물을 재주부리도록 훈련하는 자를 포함한다.	곡마단사육사, 어류사육사(아쿠아리움)
61399	그 외 사육관련 종사원	E	상기 세세분류 어느 항목에도 포함되지 않은 직무를 수행하는 자가 여기에 분류된다. 	실험동물 사육자, 새 사육자, 가축 이외의 모피동물 사육자, 엽조류 사육자, 순록 사육자, 동물보존소 관리인, 사자 사육자, 사냥터 관리인, 파충류 사육자, 달팽이 사육자, 뱀 사육자, 종부사, 가축 모피동물 사육자, 양잠원
62011	조림원 및 산림경영인	D	나무를 심거나 씨를 뿌려 조림지를 조성하거나 관리하고 산림을 경영하는자를 말한다, 경위에 따라 삼림통로의 건설 유지 작업과 일반 벌채원의 직무를 수행하는 자를 말한다.	말뚝절단자, 산림감독원, 수목관리원
62012	벌목원	E	숲의 나무를 베고, 통나무로 자르는 등 벌목 작업을 수행하는 자를 말한다. 	목재 벌채인부, 나무타기 벌목원, 벌목반출 벌먹공, 임업재목 절단자, 벌목반출나무 절단공
62091	임산물채취 및 기타 임업관련 종사원	D	전지가위, 칼, 삽이나 손 또는 수공구를 사용하여 산림 내에서 장식용이나 약용의 푸른잎, 초목과껍질, 나무솔방울, 이끼 또는 임산물을 채취. 수집하는 자를 말한다. 	고로쇠수액채취자, 고사리채취원, 더덕채취원, 버섯채취원, 산삼채취원, 목탄원, 나무증류추출원, 숯굽기원
63013	염전생산 종사원	C	태양과 풍력 등의 자연력을 이용하여 바닷물을 증발·농축하여 생산하는 자를 말한다. 	천일염 생산 종사원     
63014	양식원(내륙)	C	육상에 양식시설 또는 수조 등을 설치하여 어류, 해조류 등을 번식시키고 양식하는 자를 말한다.	참게 양식원, 민물새우 양식원, 민물가재 양식원, 민물장어 양식원, 메기 양식원, 우렁 양식원
63015	양식원(바다)	D	해상에 양식시설을 설치하여 어류, 해조류, 패류 등을 양식하는 자를 말한다.	물고기 양식원, 양어장 종사원, 조개 양식원, 굴 양식원, 김 양식원, 미역 양식원, 다시마 양식원
63021	연근해 어업종사자	E	해안에서 가까운 곳 또는 한 나라의 영해 안에서 조업하는 어업(연.근해어업)에 종사하는 자를 말한다.	연안 어부
63021a	잠수기 어업종사자	E	잠수복·수중호흡기를 착용하거나 공기주입선이 달려있는 수중복을 착용하고 해저에서 해면·전복·해삼·성게 등의 패류·해조류를 채취하는 자를 말한다.	어업잠수부
63022	원양어업종사원	E	육지 또는 근거지로부터 멀리 떠난 원양에 출어하여 수일 또는 수개월 간에 걸쳐 어장에 체류하는 대규모 어업(원양어업)에 종사하는 자를 말한다.	원양 어부, 트롤선 선원, 원양 어업자, 유망어선 선원, 원양어선선원
63023	내수면 어부	E	내류의 호수, 강, 하천 등에서 물고기를 잡거나, 기타 수생 동식물들을 포획하는 자를 말한다. 	내수면 어부, 어장 어부
63024	해녀	E	연안에서 부유구, 채취소도구 등을 사용하여 바다 밑에 잠수하여 전복, 소라, 미역 등 갑각류, 연체동물 또는 해조류를 채취하는 자를 말한다. 	굴잠수부, 해녀, 나잠원
71010	제빵사 및 제과원	A	재료를 배합하고 제빵용 기계와 기구를 이용하여 반죽, 성형, 굽기, 장식 등의 과정을 통해 빵을 만들거나, 케이크, 파이, 과자 등을 제조하거나 장식하는 자를 말한다	곡분과자오븐원, 곡분과자혼합원, 과자포장원, 도넛제조원, 비스켓제조원, 빵성형원, 빵원료계량원, 빵피복원, 사탕제조보조원, 사탕제조원, 사탕주형원, 쇼콜라티에, 슈가크래프터, 제과제빵사, 초콜릿제조원, 파이제조원, 파티쉐, 파티시에, 페스트리제조원, 효모제조감독, 제과사, 양과제과사, 제빵사
71020	떡제조원	C	각종 한식 떡을 제조하기 위하여 재료를 분쇄하여 반죽하고 장비를 조작하거나 손으로 모양을 만든 후 첨가물을 넣고 찌거나 익히는 일을 하는 자를 말한다.	가래떡제조원, 강정제조원,수공, 경단제조원, 과편류제조원, 다식제조원, 떡제조원,  빙사과제조원, 산자제조원, 숙실과제조원, 시루떡제조원, 약과제조원, 엿강정제조원, 오색단자제조원, 유밀과류제조원, 인절미제조원, 절편제조원, 한과제조원
71031	정육가공원 및 도축원	C	가축을 도살·도축하고, 세척, 절단, 손질 및 가공 처리하여 관련 식품을 제조하며, 이를 건조, 염장 등의 보존처리를 하는 자를 말한다.	가금부위절단원, 가축부위절단원, 꼬리절단원, 냉동육성형원, 생육정형원, 소머리처리원, 식육처리기능원, 절육작업원, 정육가공원, 정육원, 도살원, 도축원, 축가공기술자, 분골원, 동물뼈제거원
71041	식품 및 담배 등급원	C	식품 등급원은 맛이나 색깔, 부패 여부 등 원료와 최종 생산품이 표준에 맞는지 품질을 결정하고 적합한 등급으로 선별하기 위하여 각종 농산물, 식품 및 음료를 검사, 시식, 시음 및 시향하고 등급을 매기는 자를 말한다. 담배 등급원은 담배의 품질을 결정하고 선별하여 적합한 등급을 매기는 자를 말한다.	식품검사원 (육류, 채소, 과일 등), 채소 선별원, 식품 선별원, 고기선별원, 곡물등급원, 과실선별원, 농축산물등급판정사, 술감정사, 식용유선별원, 와인감정사, 식품감정사, 육류검사원, 육류등급판정사, 담배 등급원, 담배 검사원
